!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:18:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Output(DB),Output(DEG)
2182360196.6831,-90.258652,-82.148384
2182363530.2942,-86.184242,-144.12062
2182366863.9053,-87.532013,-106.44924
2182370197.5165,-89.502083,-54.506416
2182373531.1276,-88.725052,-176.02193
2182376864.7387,-90.854851,-95.801552
2182380198.3499,-88.725037,-110.34173
2182383531.961,-88.936592,-115.69659
2182386865.5721,-89.814499,-112.39073
2182390199.1833,-87.065552,-179.2955
2182393532.7944,-89.09037,71.62252
2182396866.4055,-88.733894,-130.1917
2182400200.0167,-89.280434,153.74451
2182403533.6278,-89.252594,9.241869
2182406867.2389,-88.500542,-171.4782
2182410200.8501,-89.16127,79.724861
2182413534.4612,-88.914314,23.710135
2182416868.0723,-88.927902,-97.337769
2182420201.6835,-87.79882,146.83382
2182423535.2946,-89.09774,77.518082
2182426868.9057,-88.652351,59.999981
2182430202.5169,-89.369377,-81.390205
2182433536.128,-88.694847,73.484779
2182436869.7391,-89.246704,70.410484
2182440203.3503,-89.11496,22.025782
2182443536.9614,-88.920822,-133.87209
2182446870.5725,-90.657944,-150.2643
2182450204.1837,-88.654022,-14.0003
2182453537.7948,-89.159744,-23.046129
2182456871.406,-89.694977,67.260529
2182460205.0171,-89.878731,-164.8638
2182463538.6282,-88.544609,167.13847
2182466872.2394,-89.122185,144.0974
2182470205.8505,-88.500496,23.884251
2182473539.4616,-88.942947,30.379093
2182476873.0728,-86.469894,-13.96697
2182480206.6839,-91.276703,-28.634989
2182483540.295,-88.624138,-159.86038
2182486873.9062,-89.605598,-145.52602
2182490207.5173,-92.54631,103.83158
2182493541.1284,-87.47892,-124.37261
2182496874.7396,-90.049713,137.18507
2182500208.3507,-89.222404,79.551392
2182503541.9618,-90.087616,164.76195
2182506875.573,-88.514038,21.606009
2182510209.1841,-89.349854,-36.872082
2182513542.7952,-88.47094,83.560051
2182516876.4064,-89.413223,-63.662727
2182520210.0175,-88.897156,66.73584
2182523543.6286,-87.298401,12.060401
2182526877.2398,-89.987602,132.86955
2182530210.8509,-86.237633,141.63274
2182533544.462,-88.241867,79.726822
2182536878.0732,-85.692604,-21.832195
2182540211.6843,-86.949028,-119.31726
2182543545.2954,-92.074707,-110.3281
2182546878.9066,-88.24913,-2.9801805
2182550212.5177,-89.537964,-146.63025
2182553546.1288,-89.692055,-169.92619
2182556879.74,-90.035126,62.04026
2182560213.3511,-89.003357,-27.554329
2182563546.9622,-90.374146,67.54126
2182566880.5734,-91.421364,177.76167
2182570214.1845,-87.585739,128.31322
2182573547.7956,-90.148125,-120.58817
2182576881.4068,-87.100227,-175.66579
2182580215.0179,-88.42923,-31.117065
2182583548.6291,-88.562637,-34.553181
2182586882.2402,-87.169395,153.79559
2182590215.8513,-86.962944,146.45258
2182593549.4625,-87.160606,105.35934
2182596883.0736,-87.758965,80.15863
2182600216.6847,-87.878891,59.449551
2182603550.2959,-86.959793,151.45079
2182606883.907,-88.167229,-48.506329
2182610217.5181,-87.814247,-177.60336
2182613551.1293,-87.819641,28.203382
2182616884.7404,-90.478661,86.452347
2182620218.3515,-87.616707,135.44495
2182623551.9627,-89.489868,-155.64464
2182626885.5738,-89.254517,-128.98987
2182630219.1849,-88.425186,-115.68152
2182633552.7961,-88.349022,-72.744629
2182636886.4072,-88.238297,133.0354
2182640220.0183,-88.800522,-152.5015
2182643553.6295,-88.826385,-131.77864
2182646887.2406,-86.299652,172.08827
2182650220.8517,-91.643318,-120.04689
2182653554.4629,-87.394592,-12.463606
2182656888.074,-88.080521,-2.6196413
2182660221.6851,-89.006729,-153.73317
2182663555.2963,-89.520309,-9.203721
2182666888.9074,-88.528152,79.860092
2182670222.5185,-87.493782,-75.520035
2182673556.1297,-86.453316,-85.710686
2182676889.7408,-88.593643,-92.679726
2182680223.3519,-88.360786,-92.580467
2182683556.9631,-89.191582,73.019608
2182686890.5742,-87.675522,-74.258087
2182690224.1853,-88.070137,148.93916
2182693557.7965,-90.906029,42.751064
2182696891.4076,-89.982933,-65.025642
2182700225.0188,-91.916275,-53.516544
2182703558.6299,-89.342842,99.250809
2182706892.241,-89.051758,38.793362
2182710225.8522,-87.911942,103.37534
2182713559.4633,-89.827118,-122.99139
2182716893.0744,-88.345154,140.60959
2182720226.6856,-88.69278,-139.10536
2182723560.2967,-89.521202,128.65991
2182726893.9078,-89.057266,-94.566132
2182730227.519,-88.518921,-36.960495
2182733561.1301,-88.041176,140.07167
2182736894.7412,-91.280548,-155.98819
2182740228.3524,-88.42981,-117.6385
2182743561.9635,-89.220642,-78.853363
2182746895.5746,-88.540199,82.230072
2182750229.1858,-87.580933,-38.815594
2182753562.7969,-87.960869,72.817413
2182756896.408,-90.01413,-2.1833498
2182760230.0192,-89.280899,162.60352
2182763563.6303,-89.010818,-123.29198
2182766897.2414,-86.663452,-85.133621
2182770230.8526,-89.823051,-19.091051
2182773564.4637,-87.866745,-147.75398
2182776898.0748,-86.140106,63.210793
2182780231.686,-90.324547,-29.972582
2182783565.2971,-88.114677,68.252968
2182786898.9082,-87.243515,-97.261162
2182790232.5194,-89.158409,173.97258
2182793566.1305,-88.189568,115.49315
2182796899.7416,-88.274361,-31.151871
2182800233.3528,-89.385719,73.829399
2182803566.9639,-90.411804,-159.87192
2182806900.575,-88.699066,12.797256
2182810234.1862,-89.005417,115.79899
2182813567.7973,-88.830116,63.542923
2182816901.4085,-91.178886,-92.329155
2182820235.0196,-89.132736,84.093559
2182823568.6307,-87.587563,29.213604
2182826902.2419,-88.976028,-95.805702
2182830235.853,-89.168755,45.79129
2182833569.4641,-89.810768,-32.316654
2182836903.0753,-86.405708,-132.20908
2182840236.6864,-90.959557,-145.34747
2182843570.2975,-89.033539,-84.252861
2182846903.9087,-88.838745,-60.951866
2182850237.5198,-89.39537,8.1341963
2182853571.1309,-88.555115,-90.653023
2182856904.7421,-88.998672,177.91513
2182860238.3532,-89.086494,163.41902
2182863571.9643,-89.210358,109.64503
2182866905.5755,-88.927917,-172.74374
2182870239.1866,-88.935196,168.22437
2182873572.7977,-87.369362,-127.23605
2182876906.4089,-89.932426,-161.84766
2182880240.02,-89.13752,-138.39247
2182883573.6311,-88.675667,50.467724
2182886907.2423,-87.967545,-126.59951
2182890240.8534,-88.722839,-6.5899901
2182893574.4645,-91.050613,52.007915
2182896908.0757,-88.48101,-21.803064
2182900241.6868,-90.056473,-110.06518
2182903575.2979,-88.563782,-110.14007
2182906908.9091,-87.052704,-93.05661
2182910242.5202,-89.228973,44.172821
2182913576.1313,-85.614975,-114.96529
2182916909.7425,-88.959,-19.014927
2182920243.3536,-87.146301,77.841301
2182923576.9647,-89.88443,-136.17223
2182926910.5759,-87.29512,-155.81821
2182930244.187,-87.331215,80.834549
2182933577.7982,-89.962204,-130.48387
2182936911.4093,-90.474594,-71.714775
2182940245.0204,-95.075386,-129.65518
2182943578.6316,-87.88562,163.49901
2182946912.2427,-90.756897,50.717552
2182950245.8538,-86.754707,51.610706
2182953579.465,-87.098053,155.34662
2182956913.0761,-88.302803,-71.489555
2182960246.6872,-87.565216,-73.636131
2182963580.2984,-89.334198,162.69408
2182966913.9095,-89.162323,100.50013
2182970247.5206,-88.633423,-148.69872
2182973581.1318,-87.142113,-167.54041
2182976914.7429,-90.964828,164.54395
2182980248.354,-89.849113,-29.285238
2182983581.9652,-89.719986,40.321068
2182986915.5763,-86.225746,24.281563
2182990249.1874,-88.146965,-84.320671
2182993582.7986,-88.568619,104.08334
2182996916.4097,-89.083832,123.63201
2183000250.0208,-88.550903,-89.488663
2183003583.632,-89.740593,101.86813
2183006917.2431,-88.098152,100.04519
2183010250.8542,-87.723923,-31.612097
2183013584.4654,-88.669785,-42.379333
2183016918.0765,-88.147621,69.784279
2183020251.6876,-89.196075,-45.115414
2183023585.2988,-89.051651,-60.700542
2183026918.9099,-90.558807,-101.16663
2183030252.521,-90.085503,-152.11104
2183033586.1322,-89.02227,-155.81107
2183036919.7433,-88.674309,5.1362758
2183040253.3544,-87.879417,175.95543
2183043586.9656,-90.582886,161.00099
2183046920.5767,-89.553772,30.520779
2183050254.1878,-88.904404,91.023003
2183053587.799,-90.948021,3.7339811
2183056921.4101,-86.099983,-5.0052299
2183060255.0213,-88.144653,-132.94177
2183063588.6324,-87.075951,-165.67964
2183066922.2435,-87.338219,-143.83902
2183070255.8547,-89.584518,-77.114929
2183073589.4658,-88.703606,-23.186373
2183076923.0769,-88.147964,101.97321
2183080256.6881,-87.320915,-79.215836
2183083590.2992,-89.185776,-172.66818
2183086923.9103,-90.880898,63.299339
2183090257.5215,-88.97847,30.279804
2183093591.1326,-91.307541,-102.86483
2183096924.7437,-87.411041,-166.55922
2183100258.3549,-88.116776,175.88911
2183103591.966,-88.723747,-166.29106
2183106925.5771,-91.755135,-176.0175
2183110259.1883,-88.692688,74.329811
2183113592.7994,-88.459999,115.55206
2183116926.4105,-89.988953,-136.85699
2183120260.0217,-90.091637,-7.5577264
2183123593.6328,-88.030441,-68.608711
2183126927.2439,-90.929436,-85.193932
2183130260.8551,-87.525604,-51.879765
2183133594.4662,-88.51329,104.36346
2183136928.0773,-87.125038,117.70203
2183140261.6885,-87.516823,179.87955
2183143595.2996,-90.154388,130.52805
2183146928.9107,-87.610588,-116.41457
2183150262.5219,-87.521988,59.826584
2183153596.133,-85.900688,-171.46005
2183156929.7441,-89.674889,-18.151831
2183160263.3553,-90.467613,94.09655
2183163596.9664,-88.568344,83.135201
2183166930.5775,-90.019432,-149.45657
2183170264.1887,-90.689148,14.472802
2183173597.7998,-88.609329,157.79581
2183176931.411,-88.252892,172.55276
2183180265.0221,-89.574905,-38.962994
2183183598.6332,-88.649658,-73.523384
2183186932.2444,-86.159576,-24.824764
2183190265.8555,-86.762215,-78.528229
2183193599.4666,-87.85186,168.42519
2183196933.0778,-89.917778,50.867516
2183200266.6889,-88.743683,-117.94212
2183203600.3,-87.337967,-166.29982
2183206933.9112,-88.948563,128.51102
2183210267.5223,-84.935364,-78.429939
2183213601.1334,-86.40564,-25.712429
2183216934.7446,-88.573013,-36.618042
2183220268.3557,-87.018845,-25.297087
2183223601.9668,-87.364159,136.37462
2183226935.578,-89.209702,-161.37227
2183230269.1891,-86.925552,146.38104
2183233602.8002,-88.158737,32.298824
2183236936.4114,-87.709846,83.232605
2183240270.0225,-89.38958,-79.609085
2183243603.6336,-87.050804,-157.2506
2183246937.2448,-87.747475,120.07397
2183250270.8559,-88.33667,-145.42809
2183253604.467,-91.029831,-74.168694
2183256938.0782,-86.85276,-71.625046
2183260271.6893,-88.074074,-177.2272
2183263605.3004,-90.175629,-87.548859
2183266938.9116,-87.394966,-46.634571
2183270272.5227,-85.937836,14.941782
2183273606.1338,-88.627243,-172.51003
2183276939.745,-90.050011,-67.365295
2183280273.3561,-90.228439,-28.040319
2183283606.9672,-87.404701,177.99112
2183286940.5784,-89.294144,-121.20687
2183290274.1895,-88.137123,158.39485
2183293607.8007,-88.624405,-91.816444
2183296941.4118,-91.168999,97.576294
2183300275.0229,-88.503654,-138.26532
2183303608.6341,-86.554535,39.950783
2183306942.2452,-87.922791,59.48872
2183310275.8563,-91.140717,-2.5721533
2183313609.4675,-88.535835,66.780716
2183316943.0786,-88.26268,-142.69319
2183320276.6897,-87.834587,-95.757454
2183323610.3009,-88.730217,42.847431
2183326943.912,-89.119453,80.60022
2183330277.5231,-87.427635,174.45558
2183333611.1343,-86.570419,-19.542908
2183336944.7454,-87.166748,3.5033188
2183340278.3565,-89.812347,-77.126541
2183343611.9677,-86.637184,-160.97752
2183346945.5788,-88.86248,-16.416271
2183350279.1899,-86.773155,9.8393126
2183353612.8011,-87.72094,-173.87007
2183356946.4122,-88.312164,15.843331
2183360280.0233,-87.878212,-52.476479
2183363613.6345,-86.822479,148.54721
2183366947.2456,-89.756775,63.874565
2183370280.8567,-88.296814,-2.5530841
2183373614.4679,-90.404709,-1.6497327
2183376948.079,-88.162529,-5.5900068
2183380281.6901,-92.164024,-143.46986
2183383615.3013,-88.755028,-59.016197
2183386948.9124,-88.883736,62.183414
2183390282.5235,-86.840378,-117.62191
2183393616.1347,-89.497475,61.305141
2183396949.7458,-87.325974,-90.366722
2183400283.3569,-88.196365,-120.98186
2183403616.9681,-87.862518,-137.36577
2183406950.5792,-86.750618,146.88571
2183410284.1903,-88.365768,-49.781281
2183413617.8015,-87.806839,99.395912
2183416951.4126,-86.037308,-114.50108
2183420285.0238,-89.537315,-58.619896
2183423618.6349,-89.794228,-83.814674
2183426952.246,-87.552254,167.6107
2183430285.8572,-87.389038,-130.30537
2183433619.4683,-89.57505,145.11113
2183436953.0794,-88.861832,96.13308
2183440286.6906,-89.068611,48.274059
2183443620.3017,-90.069229,26.633701
2183446953.9128,-89.408318,104.20701
2183450287.524,-87.466042,73.367714
2183453621.1351,-87.828102,-27.681496
2183456954.7462,-89.161537,41.597683
2183460288.3574,-87.742035,45.376457
2183463621.9685,-87.811188,-73.858269
2183466955.5796,-88.305756,17.316339
2183470289.1908,-91.089401,93.177635
2183473622.8019,-92.380333,-5.0371785
2183476956.413,-86.160164,-137.70967
2183480290.0242,-86.545677,41.453224
2183483623.6353,-87.363838,-77.321831
2183486957.2464,-89.817757,-167.33728
2183490290.8576,-87.063408,101.09131
2183493624.4687,-86.368446,25.086212
2183496958.0798,-89.214592,89.663666
2183500291.691,-87.315292,-9.1235075
2183503625.3021,-89.092323,157.41626
2183506958.9132,-89.434448,-105.51187
2183510292.5244,-86.774292,98.196617
2183513626.1355,-87.805374,66.79895
2183516959.7466,-90.390251,-161.07024
2183520293.3578,-87.024773,-129.16548
2183523626.9689,-87.11438,-55.307674
2183526960.58,-87.555908,58.680199
2183530294.1912,-87.127129,61.633709
2183533627.8023,-85.631203,45.180244
2183536961.4135,-89.441719,131.61823
2183540295.0246,-87.234871,106.6612
2183543628.6357,-89.192337,-9.9075699
2183546962.2469,-86.840149,-152.16074
2183550295.858,-87.820663,-24.177677
2183553629.4691,-88.629539,-6.3508253
2183556963.0803,-87.289482,-132.94412
2183560296.6914,-90.152763,118.83819
2183563630.3025,-88.105377,-54.686543
2183566963.9137,-87.133659,-124.73119
2183570297.5248,-87.875565,13.363075
2183573631.1359,-86.024292,141.45787
2183576964.7471,-86.514015,104.81554
2183580298.3582,-89.109207,-101.52243
2183583631.9693,-88.285004,150.12102
2183586965.5805,-85.645859,98.475029
2183590299.1916,-86.557472,53.257313
2183593632.8027,-87.663452,-94.115921
2183596966.4139,-88.470039,-33.461876
2183600300.025,-86.248749,95.971268
2183603633.6361,-87.474602,-82.734306
2183606967.2473,-90.893379,-170.5697
2183610300.8584,-87.060822,-114.55762
2183613634.4695,-90.418045,53.994511
2183616968.0807,-88.012779,54.970772
2183620301.6918,-87.921982,-121.08003
2183623635.3029,-88.679893,123.90033
2183626968.9141,-86.702827,-162.47437
2183630302.5252,-87.7005,-83.091774
2183633636.1363,-86.928566,-115.5245
2183636969.7475,-87.87291,-176.69463
2183640303.3586,-88.00222,78.747116
2183643636.9697,-87.240402,-24.239355
2183646970.5809,-89.839386,116.00693
2183650304.192,-90.359756,173.75743
2183653637.8032,-88.161797,-38.915012
2183656971.4143,-87.270439,123.22183
2183660305.0254,-89.025047,49.70945
2183663638.6366,-90.270096,22.159676
2183666972.2477,-88.61673,47.852215
2183670305.8588,-88.705772,-19.656969
2183673639.47,-89.84523,-106.27216
2183676973.0811,-88.829002,-5.9357476
2183680306.6922,-90.643616,6.7975044
2183683640.3034,-87.695503,-59.082573
2183686973.9145,-87.652107,17.975348
2183690307.5256,-87.882584,5.9163046
2183693641.1368,-88.34903,96.524979
2183696974.7479,-88.125511,107.19444
2183700308.359,-85.991737,-105.24957
2183703641.9702,-87.837952,54.046127
2183706975.5813,-88.637505,104.90319
2183710309.1924,-87.049538,60.994431
2183713642.8036,-87.74012,-59.68552
2183716976.4147,-86.938042,-5.7503471
2183720310.0258,-87.982315,29.778471
2183723643.637,-90.690498,-147.13612
2183726977.2481,-88.423531,-176.9908
2183730310.8592,-88.534294,-119.01105
2183733644.4704,-87.967186,154.7392
2183736978.0815,-88.353661,164.25981
2183740311.6926,-88.458611,132.11278
2183743645.3038,-88.987442,-165.22958
2183746978.9149,-87.032822,121.26737
2183750312.526,-86.353622,-31.830648
2183753646.1372,-86.78669,100.43884
2183756979.7483,-87.772408,-117.587
2183760313.3594,-88.363388,151.49484
2183763646.9706,-85.513206,4.2389836
2183766980.5817,-90.243446,53.390625
2183770314.1928,-86.242332,38.820404
2183773647.804,-90.149521,-38.09726
2183776981.4151,-87.525482,134.98143
2183780315.0263,-88.786713,-55.988876
2183783648.6374,-89.739037,179.50815
2183786982.2485,-86.988937,-12.172553
2183790315.8597,-86.789848,11.988123
2183793649.4708,-87.469238,-125.71515
2183796983.0819,-86.340836,159.16682
2183800316.6931,-88.786057,78.488678
2183803650.3042,-91.995934,112.91523
2183806983.9153,-86.996979,113.60553
2183810317.5265,-88.520363,49.975101
2183813651.1376,-88.154076,-12.494185
2183816984.7487,-88.420593,150.8474
2183820318.3599,-88.45652,145.5527
2183823651.971,-86.774582,83.945923
2183826985.5821,-88.816978,-19.286541
2183830319.1933,-89.270378,-77.762856
2183833652.8044,-86.981544,65.972694
2183836986.4155,-88.831284,46.937134
2183840320.0267,-88.016136,81.333298
2183843653.6378,-88.75209,-25.226458
2183846987.2489,-87.159996,-123.91113
2183850320.8601,-88.021805,-40.429012
2183853654.4712,-89.739136,-7.3419447
2183856988.0823,-89.070068,-119.80802
2183860321.6935,-88.522125,-150.01164
2183863655.3046,-90.196136,107.37738
2183866988.9157,-90.179497,-82.034569
2183870322.5269,-88.344414,-130.27615
2183873656.138,-87.117119,-92.285744
2183876989.7491,-89.233582,-49.951946
2183880323.3603,-88.634605,-13.320934
2183883656.9714,-87.070244,-21.073208
2183886990.5825,-88.253883,-85.13504
2183890324.1937,-86.65062,-116.18488
2183893657.8048,-89.116318,-55.901089
2183896991.416,-88.359314,-39.466061
2183900325.0271,-87.30777,-111.37986
2183903658.6382,-87.368042,-74.915642
2183906992.2494,-87.4739,133.57765
2183910325.8605,-87.029198,139.34871
2183913659.4716,-87.54731,-116.07052
2183916993.0828,-88.408585,-146.67845
2183920326.6939,-90.210457,-49.608292
2183923660.305,-88.125542,-99.904655
2183926993.9162,-89.702827,-166.0349
2183930327.5273,-88.683899,-48.791016
2183933661.1384,-88.254807,88.561943
2183936994.7496,-86.395309,154.16576
2183940328.3607,-89.021591,-56.378071
2183943661.9718,-90.581757,-115.13694
2183946995.583,-86.965088,-8.395031
2183950329.1941,-86.004158,-152.37143
2183953662.8052,-88.373512,70.734047
2183956996.4164,-89.855629,70.171288
2183960330.0275,-89.885223,-31.351276
2183963663.6386,-87.757156,130.21933
2183966997.2498,-87.090706,-49.631939
2183970330.8609,-89.785286,-156.42642
2183973664.472,-87.772331,119.09128
2183976998.0832,-90.124084,64.090225
2183980331.6943,-87.568695,-20.287333
2183983665.3054,-89.469322,27.185202
2183986998.9166,-89.164833,-45.090099
2183990332.5277,-87.782593,-60.920338
2183993666.1388,-87.165474,-58.829758
2183996999.75,-89.71891,-171.38652
2184000333.3611,-87.318848,-61.242134
2184003666.9722,-86.687607,154.38013
2184007000.5834,-89.788803,-22.252279
2184010334.1945,-88.484093,159.79243
2184013667.8057,-88.539581,-135.4518
2184017001.4168,-87.023949,160.32628
2184020335.0279,-89.311424,44.978661
2184023668.6391,-88.584549,-26.074251
2184027002.2502,-88.983719,-93.627357
